Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Info,Coord_rad
Rochester Mall,"33 Rochester Drive, S(138639)","\$1.30/hr, \$0.65 for next subsequent 30min from 7am to 5.59pm","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Rochester Mall
<b>Address: </b>33 Rochester Drive, S(138639)
<b>Mon-Fri before 5/6pm: </b>\$1.30/hr, \$0.65 for next subsequent 30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022793966869790155, 1.8114535622349284)"
OG Orchard Point,"160 Orchard Road, S(238842)","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm",\$3.75/entry from 7pm to 6am the following day,Charges same as weekdays,"\$3.75 for the 1st 2hrs, \$1.61 for next subsequent hr from 6am to 6am the following day","<b>Carpark: </b>OG Orchard Point
<b>Address: </b>160 Orchard Road, S(238842)
<b>Mon-Fri before 5/6pm: </b>\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm
<b>Mon-Fri after 5/6pm: </b>\$3.75/entry from 7pm to 6am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.75 for the 1st 2hrs, \$1.61 for next subsequent hr from 6am to 6am the following day","(0.022714880765394539, 1.8123596010468821)"
People's Park Complex,"1 Park Road, S(059108)","\$3.21 for the first hr, \$1.71 for next subsequent 30min from 6am to 7pm",\$1.20/30min from 7am to 10.59pm,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>People's Park Complex
<b>Address: </b>1 Park Road, S(059108)
<b>Mon-Fri before 5/6pm: </b>\$3.21 for the first hr, \$1.71 for next subsequent 30min from 6am to 7pm
<b>Mon-Fri after 5/6pm: </b>\$1.20/30min from 7am to 10.59pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022413478111538383, 1.8123943802228868)"
OG People's Park,"100 Upper Cross Street, S(059108)",\$1.20/30min from 7am to 10.59pm,\$0.80/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.80/30min from 8am to 8am the following day,"<b>Carpark: </b>OG People's Park
<b>Address: </b>100 Upper Cross Street, S(059108)
<b>Mon-Fri before 5/6pm: </b>\$1.20/30min from 7am to 10.59pm
<b>Mon-Fri after 5/6pm: </b>\$0.80/30min from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$0.80/30min from 8am to 8am the following day","(0.02242962415244858, 1.8124051122524572)"
Wilby Central,"Wilby Bukit Timah, 25 Wilby Road S(276300)",\$1.60/30min from 8am to 5pm,\$2.00/hr from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Wilby Central
<b>Address: </b>Wilby Bukit Timah, 25 Wilby Road S(276300)
<b>Mon-Fri before 5/6pm: </b>\$1.60/30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.00/hr from 7am to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023250517076843839, 1.8114492983955659)"
myVillage@Serangoon Garden,"1 Maju Avenue #02-03/04/05/06, S(556679)",\$2.00/hr from 7am to 7am the following day,Free parking from 5pm to 2am the following day,Free parking from 6am to 2am the following day,Free parking from 6am to 2am the following day,"<b>Carpark: </b>myVillage@Serangoon Garden
<b>Address: </b>1 Maju Avenue #02-03/04/05/06, S(556679)
<b>Mon-Fri before 5/6pm: </b>\$2.00/hr from 7am to 7am the following day
<b>Mon-Fri after 5/6pm: </b>Free parking from 5pm to 2am the following day
<b>Sat: </b>Free parking from 6am to 2am the following day
<b>Sun/ Public Holiday: </b>Free parking from 6am to 2am the following day","(0.023826006236433182, 1.8127896903171463)"
Breadtalk building,"30 Tai Seng Street, S(534013)","Free parking for 1st hr, \$1.50/hr for 2nd hr, \$3.50 for next subsequent hr from 6am to 5pm",Private Carpark,Private Carpark,Private Carpark,"<b>Carpark: </b>Breadtalk building
<b>Address: </b>30 Tai Seng Street, S(534013)
<b>Mon-Fri before 5/6pm: </b>Free parking for 1st hr, \$1.50/hr for 2nd hr, \$3.50 for next subsequent hr from 6am to 5pm
<b>Mon-Fri after 5/6pm: </b>Private Carpark
<b>Sat: </b>Private Carpark
<b>Sun/ Public Holiday: </b>Private Carpark","(0.023288491950708735, 1.8132150340371744)"
Maritime House,"120 Cantonment Road, S(089760)",Private Carpark,"\$0.27/15min from 6pm to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day",Charges same as weekdays,"\$1.70/entry from 8am to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day","<b>Carpark: </b>Maritime House
<b>Address: </b>120 Cantonment Road, S(089760)
<b>Mon-Fri before 5/6pm: </b>Private Carpark
<b>Mon-Fri after 5/6pm: </b>\$0.27/15min from 6pm to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$1.70/entry from 8am to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day","(0.02228108267046985, 1.8123561959095116)"
Highland Centre,"22 Yio Chu Kang Road, S(545535)","\$0.27/15min from 8am to 1.59pm, \$0.27/10min from 2pm to 5.59pm",\$2.50/entry from 6pm to 11.59pm,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Highland Centre
<b>Address: </b>22 Yio Chu Kang Road, S(545535)
<b>Mon-Fri before 5/6pm: </b>\$0.27/15min from 8am to 1.59pm, \$0.27/10min from 2pm to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 6pm to 11.59pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023653695115371541, 1.8129961348423891)"
Westgate,"3 Gateway Drive, S(608532)","\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 12midnight to 5.59pm","\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Westgate
<b>Address: </b>3 Gateway Drive, S(608532)
<b>Mon-Fri before 5/6pm: </b>\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 12midnight to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.02328845529879444, 1.8106536656214345)"
Bedok Mall,"311 New Upper Changi Road, S(467360)","\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm",\$2.50/entry from 6.01pm to 6.59am the following day,"\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day","\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day","<b>Carpark: </b>Bedok Mall
<b>Address: </b>311 New Upper Changi Road, S(467360)
<b>Mon-Fri before 5/6pm: </b>\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 6.01pm to 6.59am the following day
<b>Sat: </b>\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day
<b>Sun/ Public Holiday: </b>\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day","(0.02312105029826015, 1.8139066800944719)"
Changi Link @ UE Bizhub East,"8 Changi Business Park Avenue 1, S(486018)","\$1.50 for the 1st hr, \$1.20 for 2nd hr, \$1.00 for next subsequent 30min from 7am to 6pm","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 6pm to 11.59pm","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day","<b>Carpark: </b>Changi Link @ UE Bizhub East
<b>Address: </b>8 Changi Business Park Avenue 1, S(486018)
<b>Mon-Fri before 5/6pm: </b>\$1.50 for the 1st hr, \$1.20 for 2nd hr, \$1.00 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 6pm to 11.59pm
<b>Sat: </b>\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day
<b>Sun/ Public Holiday: </b>\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day","(0.023297422800491185, 1.8145124803871806)"
Orchard Gateway,"277 Orchard Road, S(238858)","\$3.00 for 1st 1hr 30min, \$1.50 for next subsequent 30min from 12midnight to 5.59pm",\$2.00/entry from 5.01pm to 7.29am the following day,Charges same as weekdays,\$2.00/entry from 7.30am to 7.29am the following day,"<b>Carpark: </b>Orchard Gateway
<b>Address: </b>277 Orchard Road, S(238858)
<b>Mon-Fri before 5/6pm: </b>\$3.00 for 1st 1hr 30min, \$1.50 for next subsequent 30min from 12midnight to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.00/entry from 5.01pm to 7.29am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.00/entry from 7.30am to 7.29am the following day","(0.022700874498147283, 1.8123329009999851)"
Excalibur Centre,"71 Ubi Crescent, S(408571)",\$1.20/hr from 7.30am to 5pm,\$3.00/entry from 9pm to 5.59am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Excalibur Centre
<b>Address: </b>71 Ubi Crescent, S(408571)
<b>Mon-Fri before 5/6pm: </b>\$1.20/hr from 7.30am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 9pm to 5.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023158110619597001, 1.813367841103845)"
Arena Country Club,"511 Upper Jurong Road, S(638366)","\$0.60/30min from 6am to 8.59am, \$1.20/hr from 9am to 8.59pm",\$3.30/entry from 7pm to 7am the following day,"\$1.65/hr from 7am to 2pm, \$3.30/entry from 2pm to 7am the following day",\$3.30/entry from 7am to 7am the following day,"<b>Carpark: </b>Arena Country Club
<b>Address: </b>511 Upper Jurong Road, S(638366)
<b>Mon-Fri before 5/6pm: </b>\$0.60/30min from 6am to 8.59am, \$1.20/hr from 9am to 8.59pm
<b>Mon-Fri after 5/6pm: </b>\$3.30/entry from 7pm to 7am the following day
<b>Sat: </b>\$1.65/hr from 7am to 2pm, \$3.30/entry from 2pm to 7am the following day
<b>Sun/ Public Holiday: </b>\$3.30/entry from 7am to 7am the following day","(0.023203424602966528, 1.80959386330238)"
Biopolis 3,"3 Biopolis Drive, S(138623)",\$1.65/hr from 7am to 7pm,\$1.07/hr from 7am to 11pm,\$1.07/hr from 7am to 6pm,\$1.07/hr from 7am to 6pm,"<b>Carpark: </b>Biopolis 3
<b>Address: </b>3 Biopolis Drive, S(138623)
<b>Mon-Fri before 5/6pm: </b>\$1.65/hr from 7am to 7pm
<b>Mon-Fri after 5/6pm: </b>\$1.07/hr from 7am to 11pm
<b>Sat: </b>\$1.07/hr from 7am to 6pm
<b>Sun/ Public Holiday: </b>\$1.07/hr from 7am to 6pm","(0.022718624496640066, 1.8115264768550889)"
Singapore Institute of Management,"461 Clementi Road, S(599491)",\$1.07/hr from 7am to 11pm,Free parking from 7pm to 10pm,\$0.60/30min from 6am to 10.30pm,Free parking from 6am to 10.30pm,"<b>Carpark: </b>Singapore Institute of Management
<b>Address: </b>461 Clementi Road, S(599491)
<b>Mon-Fri before 5/6pm: </b>\$1.07/hr from 7am to 11pm
<b>Mon-Fri after 5/6pm: </b>Free parking from 7pm to 10pm
<b>Sat: </b>\$0.60/30min from 6am to 10.30pm
<b>Sun/ Public Holiday: </b>Free parking from 6am to 10.30pm","(0.023198740139254177, 1.8112359004785827)"
Ngee Ann Polytechnic,"535 Clementi Road, S(599489)",\$1.07/hr from 6am to 7pm,\$0.50/30min from 5.30pm to 7am the following day,\$0.50/30min from 7am to 7am the following day,\$0.50/30min from 7am to 7am the following day,"<b>Carpark: </b>Ngee Ann Polytechnic
<b>Address: </b>535 Clementi Road, S(599489)
<b>Mon-Fri before 5/6pm: </b>\$1.07/hr from 6am to 7pm
<b>Mon-Fri after 5/6pm: </b>\$0.50/30min from 5.30pm to 7am the following day
<b>Sat: </b>\$0.50/30min from 7am to 7am the following day
<b>Sun/ Public Holiday: </b>\$0.50/30min from 7am to 7am the following day","(0.023264331357873376, 1.811259326287803)"
MOH College of Medicine,"16 College Road, S(169854)",Not applicable,Private Car Park,Private Car Park,Private Car Park,"<b>Carpark: </b>MOH College of Medicine
<b>Address: </b>16 College Road, S(169854)
<b>Mon-Fri before 5/6pm: </b>Not applicable
<b>Mon-Fri after 5/6pm: </b>Private Car Park
<b>Sat: </b>Private Car Park
<b>Sun/ Public Holiday: </b>Private Car Park","(0.022347981140698792, 1.8122394525811749)"
The Pinnacle @ Duxton,"1 Cantonment Road, S(080001)",\$2.80/hr from 7am to 5pm,"\$0.50/30min from 5pm to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","<b>Carpark: </b>The Pinnacle @ Duxton
<b>Address: </b>1 Cantonment Road, S(080001)
<b>Mon-Fri before 5/6pm: </b>\$2.80/hr from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$0.50/30min from 5pm to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day
<b>Sat: </b>\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day
<b>Sun/ Public Holiday: </b>\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","(0.022292596607545258, 1.8123795222349643)"
"Blk 334/333 Kreta Ayer, Blk 4 Sago Lane","334 Kreta Ayer Road, S(050004)",\$1.00/30min from 7am to 5pm,Reserved for season parking from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Blk 334/333 Kreta Ayer, Blk 4 Sago Lane
<b>Address: </b>334 Kreta Ayer Road, S(050004)
<b>Mon-Fri before 5/6pm: </b>\$1.00/30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>Reserved for season parking from 7pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022366280917905955, 1.8123899924651472)"
HDB Bukit Merah Central BM28/30,"Bukit Merah Central, S(150119)",HDB / URA parking rates from 7am to 7pm,HDB / URA parking rates,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>HDB Bukit Merah Central BM28/30
<b>Address: </b>Bukit Merah Central, S(150119)
<b>Mon-Fri before 5/6pm: </b>HDB / URA parking rates from 7am to 7pm
<b>Mon-Fri after 5/6pm: </b>HDB / URA parking rates
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022403185904939376, 1.8119340862845874)"
HDB Joo Chiat MSCP,"3 Joo Chiat Road, S(420003)",HDB / URA parking rates,\$0.64/30min from 7am to 7pm,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>HDB Joo Chiat MSCP
<b>Address: </b>3 Joo Chiat Road, S(420003)
<b>Mon-Fri before 5/6pm: </b>HDB / URA parking rates
<b>Mon-Fri after 5/6pm: </b>\$0.64/30min from 7am to 7pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022961502770018342, 1.8133793567862495)"
Singapore Sports Hub,"2 Stadium Walk, S(397691)",\$0.64/30min from 7am to 7pm,"\$3.21/entry from 6pm to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day",Charges same as weekdays,"\$3.21/entry from 6am to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day","<b>Carpark: </b>Singapore Sports Hub
<b>Address: </b>2 Stadium Walk, S(397691)
<b>Mon-Fri before 5/6pm: </b>\$0.64/30min from 7am to 7pm
<b>Mon-Fri after 5/6pm: </b>\$3.21/entry from 6pm to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.21/entry from 6am to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day","(0.022698111641941375, 1.812953517392714)"
Lifelong Learning Institute (LLI),"11 Eunos Road 8, S(408601)",\$1.60/30min from 6am to 5.59pm,\$0.50/30min from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Lifelong Learning Institute (LLI)
<b>Address: </b>11 Eunos Road 8, S(408601)
<b>Mon-Fri before 5/6pm: </b>\$1.60/30min from 6am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$0.50/30min from 7am to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023032858811156878, 1.8132661058617461)"
Maritime Square D Off Street,"1 Maritime Square, S(099253)",\$0.50/30min from 7am to 7am the following day,"\$2.20 for 1st hr, \$1.53 for next subsequent 30min",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Maritime Square D Off Street
<b>Address: </b>1 Maritime Square, S(099253)
<b>Mon-Fri before 5/6pm: </b>\$0.50/30min from 7am to 7am the following day
<b>Mon-Fri after 5/6pm: </b>\$2.20 for 1st hr, \$1.53 for next subsequent 30min
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022063930550265964, 1.8120054458163843)"
Cluny Court,"501 Bukit Timah Road, S(259760)","\$2.20 for 1st hr, \$1.53 for next subsequent 30min",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Cluny Court
<b>Address: </b>501 Bukit Timah Road, S(259760)
<b>Mon-Fri before 5/6pm: </b>\$2.20 for 1st hr, \$1.53 for next subsequent 30min
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 6pm to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023085005758547966, 1.8119011292323219)"
Farrer Park Hospital,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Farrer Park Hospital
<b>Address: </b>1 Farrer Park Station Road, S(217562)
<b>Mon-Fri before 5/6pm: </b>\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 6pm to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022908607076378151, 1.8125924157517934)"
Farrer Park Medical Centre,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Farrer Park Medical Centre
<b>Address: </b>1 Farrer Park Station Road, S(217562)
<b>Mon-Fri before 5/6pm: </b>\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 6pm to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022908607076378151, 1.8125924157517934)"
